title,url,author,date_published,categories,word_count,sentiment_score,content,scraped_at
"CBE poised for rate cut as inflation cools, growth needs rise",https://www.dailynewsegypt.com/2025/08/27/cbe-poised-for-rate-cut-as-inflation-cools-growth-needs-rise/,,2025-08-27,,1494,-0.8442095518112183,"The Monetary Policy Committee (MPC) of the Central Bank of Egypt (CBE) will convene its fifth meeting of 2025 on Thursday, with markets and analysts awaiting what many believe will be another milestone in Egypt’s monetary easing cycle. After months of slowing inflation and signs of macroeconomic stability, there is now a near-consensus among experts and investment banks that the CBE will reduce its key policy rates by between 1% and 2%.
Contents
Inflation picture: A steady decline
Expert views: Divided between 1% and 2% cuts
Market surveys: Consensus on cuts
Implications for the economy
1. Private sector revival
2. Banking sector dynamics
3. Capital markets boost
4. Fiscal relief
5. Risks to manage
Global context
Looking ahead
The upcoming decision comes at a critical juncture for Egypt’s economy. Policymakers are seeking to sustain the progress achieved in curbing inflation while simultaneously laying the groundwork for stronger private sector activity, investment inflows, and growth momentum. The debate now centres not on whether rates will be cut, but by how much — and how rapidly the easing cycle will unfold in the months ahead.
At its last meeting on 10 July, the MPC opted to keep its key rates unchanged: 24% for overnight deposits, 25% for overnight lending, and 24.5% for both the credit and discount rate and the main operation rate. That pause followed two successive rate cuts earlier in the year: a 225-basis-point reduction on 17 April and a further 100 basis points on 22 May.
In its July communiqué, the Committee explained that maintaining rates was “preferable” in order to allow time to assess the effects of new fiscal measures — including amendments to the value-added tax law and changes in administered prices — on inflationary dynamics. The MPC underscored that its decisions would continue to be data-dependent and conditional on the inflation outlook, potential risks, and external developments.
Inflation picture: A steady decline
Latest figures suggest that inflationary pressures have been easing consistently since the start of the year.
Core inflation
, as measured by the CBE, stood at 11.6% in July, up slightly from 11.4% in June but still well below last year’s peaks. On a monthly basis, core consumer prices actually declined by 0.3% in July, compared to a 0.2% decline in June.
Urban headline inflation
, published by CAPMAS, fell to 13.9% in July from 14.9% in June. The monthly urban CPI contracted by 0.5% in July after a 0.1% drop in June — further evidence that disinflationary forces are gaining strength.
The CBE projects that annual headline inflation will remain broadly stable at current levels for the rest of 2025 before resuming a gradual decline in 2026, converging towards the medium-term target of 7% (±2%) on average in Q4 2026. Much of this trajectory hinges on the impact of non-food price adjustments, global commodity trends, and fiscal consolidation measures.
Mohamed Abdel Aal
Expert views: Divided between 1% and 2% cuts
Banking veteran Mohamed Abdel Aal expects the MPC to opt for a 200-basis-point cut, resuming the easing cycle after July’s pause.
“Both headline and core inflation have now stabilised — at 13.9% and 11.6% respectively — largely due to lower food and beverage prices, which offset pressures from non-food inflation linked to administered price adjustments,” he said.
According to Abdel Aal, external disinflationary forces are reinforcing the trend. “Global declines in raw materials and imported goods prices are cushioning the domestic impact of subsidy rationalisation and higher VAT. This will likely allow inflation to continue falling through year-end.”
He argued that the CBE now has space to reduce rates without jeopardising stability:
Macroeconomic indicators remain broadly stable.
Global geopolitical tensions have eased somewhat.
Real interest rates have widened to levels that risk stifling private sector recovery.
“By year-end, I expect a total of 400 basis points in cumulative cuts, bringing the key rate closer to 20%,” Abdel Aal said. “A 200-basis-point cut would send the right signal.”
Still, he cautioned that the MPC could decide to remain conservative, particularly if it wishes to gauge the effects of customs duties or renewed regional instability.
Furthermore, HC Securities’ research team also forecasts a 2% cut, pointing to improved external indicators.
Macroeconomic analyst Heba Mounir highlighted several stabilising factors:
The Egyptian pound has appreciated around 5% year-to-date.
Egypt’s one-year credit default swap (CDS) spread has narrowed, signalling reduced sovereign risk.
Workers’ remittances have increased, bolstering FX inflows.
Net international reserves have expanded, providing a stronger buffer.
The banking system’s net foreign asset position has improved.
In parallel, Egypt’s domestic debt market continues to attract foreign participation. The latest 12-month Treasury bill auction cleared at 26.08%, equivalent to a positive real yield of 6.66% (after tax, based on HC’s inflation estimate).
“Despite expectations of rising energy costs, the MPC has room to cut rates by 200 basis points,” Mounir argued. “Slowing inflation, stronger external accounts, and the appreciation of the pound all strengthen the case.”
In contrast, banking analyst Shaimaa Wagih believes the MPC will prefer a more measured approach — a 100-basis-point cut.
“The CBE must strike a delicate balance: supporting growth while ensuring financial stability,” she said. “Inflation has slowed, but risks remain from Egypt’s foreign currency financing needs and potential capital outflows if yields fall too quickly.”
She noted that:
A gradual 1% cut would help ease borrowing costs for businesses and households without creating undue pressure on the pound.
Cheaper credit would boost investment, lending, and liquidity in the stock market.
The government would benefit from lower debt servicing costs, freeing fiscal space for social and developmental spending.
However, she cautioned that overly aggressive cuts could deter foreign investors in Treasury bills and bonds. “Capital flows need close monitoring,” she stressed. “A cautious pace avoids the risk of inflationary rebound.”
For Wagih, the most “professional” scenario is therefore a modest 100-basis-point cut that signals commitment to easing without triggering instability.
Shaimaa Wagih
Market surveys: Consensus on cuts
Two major international surveys reinforce expectations of a rate reduction:
A
Reuters poll
of economists found consensus around a 100-basis-point cut at Thursday’s meeting, aimed at supporting growth amid declining inflation.
A
Bloomberg survey
of eight investment banks reached a similar conclusion, with most forecasting at least a 100-basis-point cut. Only two institutions anticipated rates remaining unchanged.
Among the banks participating in the surveys were EFG Holding, Naeem, Zeila Capital, CI Capital, Ahli Pharos, Prime, Mubasher Financial Services, Thndr, Cairo Capital, and Arabia Online.
Heba Mounir
Implications for the economy
1. Private sector revival
Lower interest rates would reduce financing costs for businesses, encouraging investment and expansion. This is particularly important for Egypt’s manufacturing and SME sectors, which have been squeezed by years of tight monetary conditions.
2. Banking sector dynamics
While banks could face narrower margins on interest spreads, this may be offset by stronger lending volumes. Retail credit — from mortgages to consumer loans — is likely to benefit, while corporate borrowing could regain momentum.
3. Capital markets boost
The stock market could see renewed liquidity as investors rebalance portfolios away from short-term debt instruments. Historically, rate cuts have been accompanied by rallies in equities, particularly in interest-rate-sensitive sectors such as real estate and banking.
4. Fiscal relief
Lower rates would ease the government’s debt servicing burden. With debt costs consuming a significant portion of expenditure, even a modest reduction could free resources for public investment, infrastructure, and social protection.
5. Risks to manage
The main risks lie in external financing and the pound’s stability. A sudden outflow of foreign portfolio investment or a spike in energy import costs could put pressure on the exchange rate. This explains why some analysts favour gradualism over aggressive cuts.
Global context
Egypt’s anticipated move comes amid a broader shift in emerging markets, where central banks are cautiously unwinding the steep hikes of the past two years. Brazil, Chile, and Hungary have all entered easing cycles, while Turkey and South Africa are expected to follow suit in late 2025.
At the same time, the U.S. Federal Reserve and the European Central Bank have signalled that their tightening cycles are over, with markets pricing in potential rate cuts in early 2026. This global backdrop provides the CBE with some room to manoeuvre, as capital flows into emerging markets remain supportive.
Looking ahead
MPC decision will likely set the tone for monetary policy in the final quarter of 2025. If the CBE opts for a bolder 200-basis-point cut, it could signal an acceleration of the easing cycle. A more cautious 100-basis-point move, however, would suggest gradualism and careful calibration.
Either way, analysts agree that the trajectory is downward, with policy rates expected to decline by at least 300–400 basis points by year-end — provided inflation remains on its current disinflationary path.
The balancing act for Egypt’s policymakers is clear: continue to anchor inflation expectations while providing breathing space for the private sector and supporting growth. The choice between a 1% or 2% cut may be tactical — but the direction of travel is unmistakable.",2025-12-05T11:27:59.637042
Egypt’s PM cites optimism on IMF reviews as economic indicators beat targets,https://www.dailynewsegypt.com/2025/12/03/egypts-pm-cites-optimism-on-imf-reviews-as-economic-indicators-beat-targets/,,2025-12-03,,256,0.9120431542396545,"Prime Minister Mostafa Madbouly stated on Wednesday that there is “optimism” concerning ongoing talks with the International Monetary Fund (IMF) mission, citing positive economic indicators that have surpassed targets in some areas.
Speaking at a weekly press conference following a cabinet meeting at the New Administrative Capital, Madbouly confirmed that the IMF mission arrived two days ago to commence the fifth and sixth reviews of the country’s loan programme. The delegation has already held initial meetings with the Minister of Finance and the Central Bank Governor.
“There is optimism that matters will proceed within a good framework in light of the positive indicators of the Egyptian economy,” Madbouly said.
He added that the country’s economic performance is tracking in line with government hopes, noting that “indeed some economic indicators have achieved better than what was targeted with the Fund.”
In a move to further stimulate the economy, Madbouly announced that President Abdel Fattah Al-Sisi has approved the launch of a second package of tax facilities.
Madbouly explained that this is the second of four planned tax packages designed to improve the investment climate and support the private sector’s expansion. The first tranche was implemented last year, with the current package planned for execution this year.
Regarding structural reforms, the Prime Minister said the government is currently updating the “State Ownership Policy Document,” as the original three-year timeframe for the policy expires this December. He expects the final draft of the updated version to be ready by March, after which it will be presented for social dialogue.",2025-12-05T11:28:13.346550
Egypt’s PM cites optimism on IMF reviews as economic indicators beat targets,https://www.dailynewsegypt.com/2025/12/03/egypts-pm-cites-optimism-on-imf-reviews-as-economic-indicators-beat-targets/,,2025-12-03,,256,0.9120431542396545,"Prime Minister Mostafa Madbouly stated on Wednesday that there is “optimism” concerning ongoing talks with the International Monetary Fund (IMF) mission, citing positive economic indicators that have surpassed targets in some areas.
Speaking at a weekly press conference following a cabinet meeting at the New Administrative Capital, Madbouly confirmed that the IMF mission arrived two days ago to commence the fifth and sixth reviews of the country’s loan programme. The delegation has already held initial meetings with the Minister of Finance and the Central Bank Governor.
“There is optimism that matters will proceed within a good framework in light of the positive indicators of the Egyptian economy,” Madbouly said.
He added that the country’s economic performance is tracking in line with government hopes, noting that “indeed some economic indicators have achieved better than what was targeted with the Fund.”
In a move to further stimulate the economy, Madbouly announced that President Abdel Fattah Al-Sisi has approved the launch of a second package of tax facilities.
Madbouly explained that this is the second of four planned tax packages designed to improve the investment climate and support the private sector’s expansion. The first tranche was implemented last year, with the current package planned for execution this year.
Regarding structural reforms, the Prime Minister said the government is currently updating the “State Ownership Policy Document,” as the original three-year timeframe for the policy expires this December. He expects the final draft of the updated version to be ready by March, after which it will be presented for social dialogue.",2025-12-05T11:28:53.988590
Net foreign assets of Egypt’s banking sector rise to $22.6bn in October,https://www.dailynewsegypt.com/2025/12/02/net-foreign-assets-of-egypts-banking-sector-rise-to-22-6bn-in-october/,,2025-12-02,,247,0.5892884135246277,"The Central Bank of Egypt (CBE) announced that net foreign assets (NFAs) in the banking sector rose to $22.656bn, equivalent to EGP 1.070tn, in October 2025, compared to $20.783bn (around EGP 996.148bn) in September.
According to the CBE’s monthly report, total foreign assets held by the banking system—which includes the central bank and commercial banks—reached EGP 4.366trn in October, up from EGP 4.318trn in September. Foreign liabilities fell slightly to EGP 3.295trn, down from EGP 3.322trn the previous month.
Net foreign assets represent the difference between the banking sector’s foreign-currency assets—such as deposits and securities—and its foreign-currency liabilities. A positive NFA balance indicates that the sector’s foreign-currency holdings exceed its obligations, while a negative balance reflects the opposite.
Egypt’s banking sector slipped into negative NFA territory in February 2022 amid a foreign-currency shortage triggered by the Russia–Ukraine war and global inflationary pressures. It remained negative until May 2024, when the balance returned to surplus following the Wisdom Capital transaction.
Banking expert Mohamed Abdel Aal attributed the recent rise in NFAs to stronger foreign-currency inflows, particularly from remittances, exports and tourism.
He underscored the importance of maintaining growth in net foreign assets, noting that a sustained surplus enhances confidence in the banking system, strengthens its ability to meet domestic and external obligations, and supports the financing needs of corporates, importers and individual customers. Abdel Aal added that continued inflows also encourage greater foreign investment in government debt instruments and help reinforce the Egyptian pound against the US dollar.",2025-12-05T11:30:04.279310
"CBE attracts $1.041bn in bids for USD T-bills, accepts $961m at 3.75% rate",https://www.dailynewsegypt.com/2025/12/02/cbe-attracts-1-041bn-in-bids-for-usd-t-bills-accepts-961m-at-3-75-rate/,,2025-12-02,,189,0.0,"The Central Bank of Egypt (CBE) received 19 bids totaling $1.041bn in its USD-denominated local treasury bill auction held on Monday.
The offering, originally sized at $950m for a 364-day tenor maturing on 1 December 2026, drew strong investor interest. According to data published on the CBE’s website, the bank accepted 15 bids worth $961m at a yield of 3.75%, while rejecting offers that requested yields of up to 4.25%.
Proceeds from the auction will be used to refinance a previous USD-denominated treasury bill issuance from 3 December 2024, for which $980.5m had been accepted and which matures on Tuesday.
The CBE allows both domestic banks and foreign financial institutions to participate in these auctions, with a minimum subscription of $100,000 and multiples thereof. Subscriptions follow the same process as for local-currency bills: primary dealer banks submit bids specifying the desired amount and yield, after which the CBE aggregates and reviews the offers before determining the accepted allocation and rate.
Yields on USD-denominated treasury bills are influenced by several factors, including global dollar interest rates, alternative investment opportunities available to local and foreign institutions and Egypt’s sovereign credit rating.",2025-12-05T11:30:09.735064
"Egypt, S. Korea hold meeting to tackle investment challenges, deepen economic cooperation",https://www.dailynewsegypt.com/2025/12/01/egypt-s-korea-hold-meeting-to-tackle-investment-challenges-deepen-economic-cooperation/,,2025-12-01,,551,0.8331565856933594,"Egypt’s General Authority for Investment and Free Zones (GAFI) convened the inaugural meeting of the Egyptian-Korean Business and Investment Development Committee, with the participation of GAFI CEO Hossam Heiba and Hyundo Yi, Commercial Attaché at the South Korean Embassy in Cairo, alongside representatives from several Egyptian government bodies and major Korean companies operating in the country.
The launch of the committee reflects Egypt’s commitment, through the Ministry of Investment and Foreign Trade and GAFI, to strengthening its economic partnership with South Korea and resolving challenges facing Korean investors. The platform aims to create a more attractive and stable investment climate through direct dialogue between government institutions and the Korean business community.
During the meeting, Heiba emphasised that cooperation with South Korea is a key pillar of Egypt’s strategy to reinforce economic ties. He highlighted GAFI’s ongoing reforms to streamline procedures, accelerate licensing, and enhance investor services through the digitisation of all investment-related processes.
Heiba noted that GAFI is finalising a unified digital platform that will provide all investor services, including licences, approvals and electronic tracking of applications, designed to improve transparency, efficiency and reduce human intervention. He added that full procedural reengineering, carried out with an international-Egyptian consortium, will begin in January 2026. This includes expanding the “golden licence” system and improving customs clearance to boost the business environment and attract more foreign investment, particularly from South Korea.
Heiba underscored the importance of direct coordination with all relevant government entities to address challenges facing Korean companies in Egypt. He affirmed that GAFI is closely monitoring these issues and developing an executive plan to resolve them, with priority given to eliminating obstacles and ensuring systematic follow-up to support the expansion and sustainability of Korean investments.
For his part, Yi said the meeting reflects the growing mutual interest in advancing economic cooperation. He expressed appreciation for Egypt’s efforts and noted that many Korean companies are successfully operating across key sectors of the Egyptian market. He stressed the importance of addressing investor concerns and fostering a supportive environment for growth and expansion.
GAFI’s Investor Follow-up Department presented recent achievements in aftercare services and outlined executive measures taken to improve the business climate and streamline procedures. The overview reaffirmed the state’s commitment to supporting existing investors and facilitating their growth.
The meeting also featured an open discussion with Korean companies, led by the Korea Trade-Investment Promotion Agency (KOTRA). Participating firms highlighted the key challenges they face in the Egyptian market, while representatives from GAFI, the Central Bank of Egypt, and the Customs and Tax Authorities responded to these concerns and explained available solutions—underscoring the state’s commitment to active engagement and rapid, systematic problem-solving.
Both sides expressed their desire for continued cooperation and regular coordination, agreeing that this constructive dialogue represents an important step toward supporting the business community and facilitating the flow of Korean investments into Egypt in a manner that serves the economic interests of both countries.
The meeting saw broad participation from major Korean companies involved in electronics, electrical industries, TV and mobile phone manufacturing, razor blade production, chemicals, steel, logistics, ready-made garments, power and telecom cables, and packaging materials. Companies operating in nuclear energy, natural resource development, international trade, and railway equipment design and manufacturing also took part, reflecting the depth and diversity of Korean interest in expanding investment cooperation with Egypt.",2025-12-05T11:30:34.117481
Egypt’s PM cites optimism on IMF reviews as economic indicators beat targets,https://www.dailynewsegypt.com/2025/12/03/egypts-pm-cites-optimism-on-imf-reviews-as-economic-indicators-beat-targets/,,2025-12-03,,256,0.9120431542396545,"Prime Minister Mostafa Madbouly stated on Wednesday that there is “optimism” concerning ongoing talks with the International Monetary Fund (IMF) mission, citing positive economic indicators that have surpassed targets in some areas.
Speaking at a weekly press conference following a cabinet meeting at the New Administrative Capital, Madbouly confirmed that the IMF mission arrived two days ago to commence the fifth and sixth reviews of the country’s loan programme. The delegation has already held initial meetings with the Minister of Finance and the Central Bank Governor.
“There is optimism that matters will proceed within a good framework in light of the positive indicators of the Egyptian economy,” Madbouly said.
He added that the country’s economic performance is tracking in line with government hopes, noting that “indeed some economic indicators have achieved better than what was targeted with the Fund.”
In a move to further stimulate the economy, Madbouly announced that President Abdel Fattah Al-Sisi has approved the launch of a second package of tax facilities.
Madbouly explained that this is the second of four planned tax packages designed to improve the investment climate and support the private sector’s expansion. The first tranche was implemented last year, with the current package planned for execution this year.
Regarding structural reforms, the Prime Minister said the government is currently updating the “State Ownership Policy Document,” as the original three-year timeframe for the policy expires this December. He expects the final draft of the updated version to be ready by March, after which it will be presented for social dialogue.",2025-12-05T11:31:21.077844
Egypt’s PM cites optimism on IMF reviews as economic indicators beat targets,https://www.dailynewsegypt.com/2025/12/03/egypts-pm-cites-optimism-on-imf-reviews-as-economic-indicators-beat-targets/,,2025-12-03,,256,0.9120431542396545,"Prime Minister Mostafa Madbouly stated on Wednesday that there is “optimism” concerning ongoing talks with the International Monetary Fund (IMF) mission, citing positive economic indicators that have surpassed targets in some areas.
Speaking at a weekly press conference following a cabinet meeting at the New Administrative Capital, Madbouly confirmed that the IMF mission arrived two days ago to commence the fifth and sixth reviews of the country’s loan programme. The delegation has already held initial meetings with the Minister of Finance and the Central Bank Governor.
“There is optimism that matters will proceed within a good framework in light of the positive indicators of the Egyptian economy,” Madbouly said.
He added that the country’s economic performance is tracking in line with government hopes, noting that “indeed some economic indicators have achieved better than what was targeted with the Fund.”
In a move to further stimulate the economy, Madbouly announced that President Abdel Fattah Al-Sisi has approved the launch of a second package of tax facilities.
Madbouly explained that this is the second of four planned tax packages designed to improve the investment climate and support the private sector’s expansion. The first tranche was implemented last year, with the current package planned for execution this year.
Regarding structural reforms, the Prime Minister said the government is currently updating the “State Ownership Policy Document,” as the original three-year timeframe for the policy expires this December. He expects the final draft of the updated version to be ready by March, after which it will be presented for social dialogue.",2025-12-05T11:32:02.238686
Net foreign assets of Egypt’s banking sector rise to $22.6bn in October,https://www.dailynewsegypt.com/2025/12/02/net-foreign-assets-of-egypts-banking-sector-rise-to-22-6bn-in-october/,,2025-12-02,,247,0.5892884135246277,"The Central Bank of Egypt (CBE) announced that net foreign assets (NFAs) in the banking sector rose to $22.656bn, equivalent to EGP 1.070tn, in October 2025, compared to $20.783bn (around EGP 996.148bn) in September.
According to the CBE’s monthly report, total foreign assets held by the banking system—which includes the central bank and commercial banks—reached EGP 4.366trn in October, up from EGP 4.318trn in September. Foreign liabilities fell slightly to EGP 3.295trn, down from EGP 3.322trn the previous month.
Net foreign assets represent the difference between the banking sector’s foreign-currency assets—such as deposits and securities—and its foreign-currency liabilities. A positive NFA balance indicates that the sector’s foreign-currency holdings exceed its obligations, while a negative balance reflects the opposite.
Egypt’s banking sector slipped into negative NFA territory in February 2022 amid a foreign-currency shortage triggered by the Russia–Ukraine war and global inflationary pressures. It remained negative until May 2024, when the balance returned to surplus following the Wisdom Capital transaction.
Banking expert Mohamed Abdel Aal attributed the recent rise in NFAs to stronger foreign-currency inflows, particularly from remittances, exports and tourism.
He underscored the importance of maintaining growth in net foreign assets, noting that a sustained surplus enhances confidence in the banking system, strengthens its ability to meet domestic and external obligations, and supports the financing needs of corporates, importers and individual customers. Abdel Aal added that continued inflows also encourage greater foreign investment in government debt instruments and help reinforce the Egyptian pound against the US dollar.",2025-12-05T11:33:15.085136
"CBE attracts $1.041bn in bids for USD T-bills, accepts $961m at 3.75% rate",https://www.dailynewsegypt.com/2025/12/02/cbe-attracts-1-041bn-in-bids-for-usd-t-bills-accepts-961m-at-3-75-rate/,,2025-12-02,,189,0.0,"The Central Bank of Egypt (CBE) received 19 bids totaling $1.041bn in its USD-denominated local treasury bill auction held on Monday.
The offering, originally sized at $950m for a 364-day tenor maturing on 1 December 2026, drew strong investor interest. According to data published on the CBE’s website, the bank accepted 15 bids worth $961m at a yield of 3.75%, while rejecting offers that requested yields of up to 4.25%.
Proceeds from the auction will be used to refinance a previous USD-denominated treasury bill issuance from 3 December 2024, for which $980.5m had been accepted and which matures on Tuesday.
The CBE allows both domestic banks and foreign financial institutions to participate in these auctions, with a minimum subscription of $100,000 and multiples thereof. Subscriptions follow the same process as for local-currency bills: primary dealer banks submit bids specifying the desired amount and yield, after which the CBE aggregates and reviews the offers before determining the accepted allocation and rate.
Yields on USD-denominated treasury bills are influenced by several factors, including global dollar interest rates, alternative investment opportunities available to local and foreign institutions and Egypt’s sovereign credit rating.",2025-12-05T11:33:20.525652
"Egypt, S. Korea hold meeting to tackle investment challenges, deepen economic cooperation",https://www.dailynewsegypt.com/2025/12/01/egypt-s-korea-hold-meeting-to-tackle-investment-challenges-deepen-economic-cooperation/,,2025-12-01,,551,0.8331565856933594,"Egypt’s General Authority for Investment and Free Zones (GAFI) convened the inaugural meeting of the Egyptian-Korean Business and Investment Development Committee, with the participation of GAFI CEO Hossam Heiba and Hyundo Yi, Commercial Attaché at the South Korean Embassy in Cairo, alongside representatives from several Egyptian government bodies and major Korean companies operating in the country.
The launch of the committee reflects Egypt’s commitment, through the Ministry of Investment and Foreign Trade and GAFI, to strengthening its economic partnership with South Korea and resolving challenges facing Korean investors. The platform aims to create a more attractive and stable investment climate through direct dialogue between government institutions and the Korean business community.
During the meeting, Heiba emphasised that cooperation with South Korea is a key pillar of Egypt’s strategy to reinforce economic ties. He highlighted GAFI’s ongoing reforms to streamline procedures, accelerate licensing, and enhance investor services through the digitisation of all investment-related processes.
Heiba noted that GAFI is finalising a unified digital platform that will provide all investor services, including licences, approvals and electronic tracking of applications, designed to improve transparency, efficiency and reduce human intervention. He added that full procedural reengineering, carried out with an international-Egyptian consortium, will begin in January 2026. This includes expanding the “golden licence” system and improving customs clearance to boost the business environment and attract more foreign investment, particularly from South Korea.
Heiba underscored the importance of direct coordination with all relevant government entities to address challenges facing Korean companies in Egypt. He affirmed that GAFI is closely monitoring these issues and developing an executive plan to resolve them, with priority given to eliminating obstacles and ensuring systematic follow-up to support the expansion and sustainability of Korean investments.
For his part, Yi said the meeting reflects the growing mutual interest in advancing economic cooperation. He expressed appreciation for Egypt’s efforts and noted that many Korean companies are successfully operating across key sectors of the Egyptian market. He stressed the importance of addressing investor concerns and fostering a supportive environment for growth and expansion.
GAFI’s Investor Follow-up Department presented recent achievements in aftercare services and outlined executive measures taken to improve the business climate and streamline procedures. The overview reaffirmed the state’s commitment to supporting existing investors and facilitating their growth.
The meeting also featured an open discussion with Korean companies, led by the Korea Trade-Investment Promotion Agency (KOTRA). Participating firms highlighted the key challenges they face in the Egyptian market, while representatives from GAFI, the Central Bank of Egypt, and the Customs and Tax Authorities responded to these concerns and explained available solutions—underscoring the state’s commitment to active engagement and rapid, systematic problem-solving.
Both sides expressed their desire for continued cooperation and regular coordination, agreeing that this constructive dialogue represents an important step toward supporting the business community and facilitating the flow of Korean investments into Egypt in a manner that serves the economic interests of both countries.
The meeting saw broad participation from major Korean companies involved in electronics, electrical industries, TV and mobile phone manufacturing, razor blade production, chemicals, steel, logistics, ready-made garments, power and telecom cables, and packaging materials. Companies operating in nuclear energy, natural resource development, international trade, and railway equipment design and manufacturing also took part, reflecting the depth and diversity of Korean interest in expanding investment cooperation with Egypt.",2025-12-05T11:33:44.800077
Local liquidity in banking sector rises to EGP 13.68trn in October 2025,https://www.dailynewsegypt.com/2025/12/06/local-liquidity-in-banking-sector-rises-to-egp-13-68trn-in-october-2025/,,2025-12-06,,319,0.0,"The Central Bank of Egypt (CBE) has reported an increase in total local liquidity within the banking sector, reaching EGP 13.686trn in October 2025, up from EGP 13.622trn in September.
According to the CBE’s latest report, money supply (M2) rose to EGP 3.679trn, compared to EGP 3.637trn a month earlier. Currency in circulation outside the banking system also increased to EGP 1.429trn, up from EGP 1.418trn in September.
The report showed that non-government local currency deposits held at banks operating in the domestic market climbed to EGP 9.264trn in October, compared to EGP 9.157trn in September.
Demand deposits in local currency rose to EGP 2.250trn, up from EGP 2.219trn in the previous month. Of this total, the public business sector accounted for EGP 101.729bn, the private business sector held EGP 1.193trn, while the household sector accounted for EGP 954.994bn.
Time deposits and savings certificates in local currency increased to EGP 7.014trn, compared to EGP 6.938trn in September. The public business sector held EGP 64.013bn, the private business sector EGP 371.116bn, while the household sector dominated with EGP 6.579trn.
Foreign currency deposits
Meanwhile, CBE data showed a decline in non-government deposits denominated in foreign currencies, falling to the equivalent of EGP 2.992trn in October, down from the equivalent of EGP 3.047trn a month earlier.
Demand deposits in foreign currencies decreased to the equivalent of EGP 742.137bn, compared to EGP 749.981bn in September. Of this amount, the public business sector held the equivalent of EGP 35.311bn, the private business sector accounted for EGP 501.031bn, while the household sector held the equivalent of EGP 205.916bn.
As for time deposits and savings certificates in foreign currencies, they declined to the equivalent of EGP 2.250trn, from the equivalent of EGP 2.297trn a month earlier. The public business sector held the equivalent of EGP 153.383bn, the private business sector EGP 504.296bn, while the household sector held the largest share at the equivalent of EGP 1.592trn.",2025-12-07T09:20:43.167392
Local liquidity in banking sector rises to EGP 13.68trn in October 2025,https://www.dailynewsegypt.com/2025/12/06/local-liquidity-in-banking-sector-rises-to-egp-13-68trn-in-october-2025/,,2025-12-06,,319,0.0,"The Central Bank of Egypt (CBE) has reported an increase in total local liquidity within the banking sector, reaching EGP 13.686trn in October 2025, up from EGP 13.622trn in September.
According to the CBE’s latest report, money supply (M2) rose to EGP 3.679trn, compared to EGP 3.637trn a month earlier. Currency in circulation outside the banking system also increased to EGP 1.429trn, up from EGP 1.418trn in September.
The report showed that non-government local currency deposits held at banks operating in the domestic market climbed to EGP 9.264trn in October, compared to EGP 9.157trn in September.
Demand deposits in local currency rose to EGP 2.250trn, up from EGP 2.219trn in the previous month. Of this total, the public business sector accounted for EGP 101.729bn, the private business sector held EGP 1.193trn, while the household sector accounted for EGP 954.994bn.
Time deposits and savings certificates in local currency increased to EGP 7.014trn, compared to EGP 6.938trn in September. The public business sector held EGP 64.013bn, the private business sector EGP 371.116bn, while the household sector dominated with EGP 6.579trn.
Foreign currency deposits
Meanwhile, CBE data showed a decline in non-government deposits denominated in foreign currencies, falling to the equivalent of EGP 2.992trn in October, down from the equivalent of EGP 3.047trn a month earlier.
Demand deposits in foreign currencies decreased to the equivalent of EGP 742.137bn, compared to EGP 749.981bn in September. Of this amount, the public business sector held the equivalent of EGP 35.311bn, the private business sector accounted for EGP 501.031bn, while the household sector held the equivalent of EGP 205.916bn.
As for time deposits and savings certificates in foreign currencies, they declined to the equivalent of EGP 2.250trn, from the equivalent of EGP 2.297trn a month earlier. The public business sector held the equivalent of EGP 153.383bn, the private business sector EGP 504.296bn, while the household sector held the largest share at the equivalent of EGP 1.592trn.",2025-12-07T09:21:24.588856
